StreamStats Output Report,,,,,
,,,,,
State/Region ID,NY,,,,
Workspace ID,NY20230816222309022000,,,,
Latitude,42.43342,,,,
Longitude,-76.48512,,,,
Time,8/16/2023,3:23:30 PM,,,
,,,,,
Basin Characteristics,,,,,
Parameter Code,Parameter Description,Value,Unit,,
BSLOPCM,Mean basin slope determined by summing lengths of all contours in basin mulitplying by contour interval and dividing product by drainage area,650,feet per mi,,
CENTROIDX,Basin centroid horizontal (x) location in state plane coordinates,386142.2,meters,,
CENTROIDY,Basin centroid vertical (y) location in state plane units,4695305.9,meters,,
CONTOUR,Total length of all elevation contours in drainage area in miles,313.9,miles,,
CSL1085LO,10-85 slope of lower half of main channel in feet per mile.,53.3,feet per mi,,
CSL1085UP,10-85 slope of upper half of main channel in feet per mile.,73.3,feet per mi,,
CSL10_85,Change in elevation divided by length between points 10 and 85 percent of distance along main channel to basin divide - main channel method not known,63.5,feet per mi,,
DRNAREA,Area that drains to a point on a stream,48.3,square miles,,
EL1200,Percentage of basin at or above 1200 ft elevation,64.3,percent,,
FOREST,Percentage of area covered by forest,75.2,percent,,
JULAVPRE,Mean July Precipitation,3.8,inches,,
JUNAVPRE,Mean June Precipitation,4.31,inches,,
JUNMAXTMP,"Maximum June Temperature, in degrees F",74.2,degrees F,,
LAGFACTOR,Lag Factor as defined in SIR 2006-5112,0.28,dimensionless,,
LC11DEV,Percentage of developed (urban) land from NLCD 2011 classes 21-24,4.7,percent,,
LC11IMP,Average percentage of impervious area determined from NLCD 2011 impervious dataset,0.79,percent,,
LENGTH,Length along the main channel from the measuring location extended to the basin divide,17.8,miles,,
MAR,Mean annual runoff for the period of record in inches,16.8,inches,,
MAYAVPRE,Mean May Precipitation,3.44,inches,,
MXSNO,"50th percentile of seasonal maximum snow depth from Northeast Regional Climate Center atlas by Cember and Wilks, 1993",12.9,inches,,
OUTLETX,Basin outlet horizontal (x) location in state plane coordinates,377845,feet,,
OUTLETY,Basin outlet vertical (y) location in state plane coordinates,4698965,feet,,
PRECIP,Mean Annual Precipitation,35.5,inches,,
PRJUNAUG00,Basin average mean precip for June to August from PRISM 1971-2000,11.7,inches,,
SLOPERATIO,Ratio of main channel slope to basin slope as defined in SIR 2006-5112,0.0975,dimensionless,,
SSURGOA,Percentage of area of Hydrologic Soil Type A from SSURGO,7.25,percent,,
SSURGOB,Percentage of area of Hydrologic Soil Type B from SSURGO,6.2,percent,,
STORAGE,Percentage of area of storage (lakes ponds reservoirs wetlands),0.52,percent,,
,,,,,
,,,,,
